Smiles	Name
Nc1nc(O)nc2c1ncn2C1OC(CO)C(O)C1O	1818-71-9Hansen_nonmutagen
Nc1nc(O)c2nc(O)n(C3CC(O)C(CO)O3)c2n1	88847-89-6Hansen_nonmutagen
CC(C)C(O)(C(=O)OCC1CCN2CCCC12)C(C)O	487-99-0Hansen_nonmutagen
CC1(C)CC(C(=O)NC(CO)C(O)CO)C(C)(C)[N+]1=O	97546-74-2Hansen_nonmutagen
C=CCN1CCC=C2c3nc(NC(=O)C)sc3CCC12	153260-26-5Hansen_nonmutagen
O=S(=O)(O)CNc1ccc(N=Nc2cccnc2)cc1	59405-31-1Hansen_nonmutagen
CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O	102-60-3Hansen_nonmutagen
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1	38083-17-9Hansen_nonmutagen
CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O	89786-04-9Hansen_nonmutagen
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1	56341-08-3Hansen_nonmutagen
O=NN1C(C(=O)O)CSC1C(O)C(O)C(O)C(O)CO	92134-97-9Hansen_nonmutagen
O=C(O)C1CSC(c2ccccc2O)N1C(=O)CCS	80830-42-8Hansen_nonmutagen
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl	56-75-7Hansen_nonmutagen
COC(=O)C(CSCC(Br)c1ccccc1)NC(=O)C	109621-21-8Hansen_nonmutagen
Cc1cc(C)cc(N=Nc2c(O)ccc3ccccc23)c1	85-82-5Hansen_nonmutagen
Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1C	39781-21-0Hansen_nonmutagen
Cc1cccc(N=Nc2c(O)ccc3ccccc23)c1C	31969-03-6Hansen_nonmutagen
CC(=O)Nc1cc(N(C)C)ccc1N=Nc1cccnc1	59405-62-8Hansen_nonmutagen
CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1	79455-30-4Hansen_nonmutagen
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5	57-27-2Hansen_nonmutagen
O=C(O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1	64896-26-0Hansen_nonmutagen
CC1(C)OC1COc1c2ccoc2cc2oc(=O)ccc12	26091-73-6Hansen_nonmutagen
CC1(C)OC1COc1c2occc2cc2ccc(=O)oc12	2880-49-1Hansen_nonmutagen
CCOc1ccc(N=[N+]([O-])c2ccc(OCC)cc2)cc1	4792-83-0Hansen_nonmutagen
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3	41340-25-4Hansen_nonmutagen
CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O	50-27-1Hansen_nonmutagen
CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2=O	53-43-0Hansen_nonmutagen
CC(C)(C)NCC(O)COc1ccccc1C1=CCCC1	121010-10-4Hansen_nonmutagen
CN1C=CN(CCC[n+]2ccc(C(=O)N)cc2)C1C=NO	129129-64-2Hansen_nonmutagen
CC(=O)OC1C2CC(C)(C)CC2=C(C=O)C2(C=O)CC12C	108893-54-5Hansen_nonmutagen
OCC1OC(n2cnc3c2ncn2ccnc32)C(O)C1O	39007-51-7Hansen_nonmutagen
COc1cc(O)c2c(c1)C1=CC(O)C(O)CC1(C)OC2=O	29752-43-0Hansen_nonmutagen
CCC(CCC(=O)C)COC(=O)c1ccccc1C(=O)O	40321-98-0Hansen_nonmutagen
CCCCC(CC)COC(=O)c1ccc(N(C)N=O)cc1	122021-01-6Hansen_nonmutagen
CC1=CC2OC3C(O)CC(C)(C43CO4)C2(CO)C(O)C1=O	51481-10-8Hansen_nonmutagen
OC1C=Cc2cc3c(ccc4ccccc34)c(Cl)c2C1O	134109-02-7Hansen_nonmutagen
OC1c2ccccc2c2cc3ccccc3c(Cl)c2C1O	134109-01-6Hansen_nonmutagen
CCCCCCCCCCCCCN1CC(C)OC(C)C1	24602-86-6Hansen_nonmutagen
Nc1nc(O)c2nc(O)n(C3OC(CO)C(O)C3O)c2n1	3868-31-3Hansen_nonmutagen
CC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)O	10285-07-1Hansen_nonmutagen
CN(C)c1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1	547-58-0Hansen_nonmutagen
O=NN(CC1(O)CCC(O)C(O)C1O)C(C(=O)O)C(=O)O	94470-50-5Hansen_nonmutagen
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1	26921-17-5Hansen_nonmutagen
O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1	3387-36-8Hansen_nonmutagen
CN1C(=O)C23CC4=CC=CC(O)C4N2C(=O)C1(CO)SS3	67-99-2Hansen_nonmutagen
CCC(=O)N(c1ccc(Cl)c(Cl)c1)C1CCCC1N(C)C	67450-45-7Hansen_nonmutagen
COP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C	99675-03-3Hansen_nonmutagen
O=C(O)CC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O	35144-55-9Hansen_nonmutagen
OC1C=Cc2c(cc3c(ccc4ccccc34)c2Br)C1O	87436-71-3Hansen_nonmutagen
CSCCC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O	50834-39-4Hansen_nonmutagen
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl	143-50-0Hansen_nonmutagen
OC1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl	1034-41-9Hansen_nonmutagen
Cc1ccc2cc3c(ccc4ccccc34)c3c2c1C(O)C3	3308-64-3Hansen_nonmutagen
Cc1c2c(nc3ccc(CO)cc13)c1ccccc1C1OC21	160543-18-0Hansen_nonmutagen
Cc1ccc2nc3c(c(C)c2c1)C(O)C(O)c1ccccc31	160543-16-8Hansen_nonmutagen
Cc1cc2c3c(ccc2c2ccccc12)C(O)C(O)C1OC31	110044-40-1Hansen_nonmutagen
O=C(O)C1Cc2c([nH]c3ccccc23)C(c2ccccc2)N1	82789-18-2Hansen_nonmutagen
OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1	73931-96-1Hansen_nonmutagen
Cc1cc(C)n(c2[nH]nc(NN)c3c4ccccc4nc23)n1	135561-93-2Hansen_nonmutagen
C=C1CCC2C(c3c(C)c(O)c4c(c13)C(=O)C(C)C4)C2(C)C	71424-66-3Hansen_nonmutagen
C=C(C)C1CCC(=C)C2C3=C(CC(C)C3=O)C(=O)C(=CC12)C	103667-52-3Hansen_nonmutagen
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12	57775-29-8Hansen_nonmutagen
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC12C	68-22-4Hansen_nonmutagen
CC1=CC(=O)C=C2CCC3C4CCC(=O)C4(C)CCC3C12C	96301-34-7Hansen_nonmutagen
Cc1ccc(N=Nc2ccc(N(CCO)CCO)cc2)cc1	58329-89-8Hansen_nonmutagen
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1	500-38-9Hansen_nonmutagen
CC1(C)CCCC2(C)C1CCC1(C)C(C=O)C(=CCC21)C=O	84807-61-4Hansen_nonmutagen
C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1C3	6730-83-2Hansen_nonmutagen
CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1	514-10-3Hansen_nonmutagen
CCC1(CC(=O)O)OCCc2c1[nH]c1c(C(C)O)cccc21	101901-08-0Hansen_nonmutagen
CC1CC2(C)C(CCC3C4CCC(O)C4(C)CCC23)CC1=O	58-19-5Hansen_nonmutagen
O=C1OC2C(O)COC2(O)C1(O)Cc1c[nH]c2ccccc12	26676-89-1Hansen_nonmutagen
CC12CCC3C(CCC4CC(O)CCC34C)C1CCC(=O)N2	39932-99-5Hansen_nonmutagen
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2	42200-33-9Hansen_nonmutagen
NC(=NOC1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1	117549-85-6Hansen_nonmutagen
CC1=CC2OC3C(O)C(O)C(C)(C43CO4)C2(CO)C(O)C1=O	23282-20-4Hansen_nonmutagen
CSCCC(NC=O)C(=O)NC(Cc1ccccc1)C(=O)O	22008-60-2Hansen_nonmutagen
CCCCCCCC[S+]([O-])C(C)Cc1ccc2c(c1)OCO2	120-62-7Hansen_nonmutagen
CC(C)CC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O	66789-78-4Hansen_nonmutagen
O=C(c1ccc(c2ccccc2)cc1)C1OC1c1ccccc1	82389-37-5Hansen_nonmutagen
O=[N+]([O-])c1c2c(c3ccc4cccc5ccc1c3c45)CCCC2	88598-58-7Hansen_nonmutagen
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC12C	72-33-3Hansen_nonmutagen
O=c1c2c(O)cccc2oc2c3c(cc(O)c12)OC1OCCC31	30517-66-9Hansen_nonmutagen
C=C(C)C1CCC(=C)C2C3=C(CC(C)(O)C3=O)C(=O)C(=CC12)C	103630-35-9Hansen_nonmutagen
Cc1cc(N(CCO)CCO)ccc1N=Nc1ccc(N)cc1	104226-21-3Hansen_nonmutagen
Cc1c(N=[N+]([O-])c2cccc([N+](=O)[O-])c2C)cccc1[N+](=O)[O-]	5806-00-8Hansen_nonmutagen
Cc1ccc(N=[N+]([O-])c2ccc(C)c([N+](=O)[O-])c2)cc1[N+](=O)[O-]	5679-89-0Hansen_nonmutagen
Cc1ccc([N+](=O)[O-])cc1N=[N+]([O-])c1cc([N+](=O)[O-])ccc1C	67151-57-9Hansen_nonmutagen
C=CC1(C)CCC2(C)C(C1)C(=O)CC1C3(C)CCCC21OC3=O	508-71-4Hansen_nonmutagen
CC1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	127045-41-4Hansen_nonmutagen
C=CC1(C)CC(O)C2(C)C(CCC3C4(C)CCCC23OC4=O)C1	135626-95-8Hansen_nonmutagen
C=C1C2CCC3C4(C)CCCC(C)(C(=O)O)C4CCC3(C2)C1O	22338-69-8Hansen_nonmutagen
Cc1ccc(C(C)(C)C)c(O)c1C(O)c1ncc([N+](=O)[O-])n1C	149396-91-8Hansen_nonmutagen
CC1CCCC(=O)CCCCCc2cc(O)cc(O)c2C(=O)O1	5975-78-0Hansen_nonmutagen
O=S(=O)(O)c1ccc2c(N=Nc3ccccc3)c(O)ccc2c1	1934-20-9Hansen_nonmutagen
O=S(=O)(O)c1ccc(N=Nc2ccc(O)c3ccccc23)cc1	523-44-4Hansen_nonmutagen
O=S(=O)(O)c1ccc(N=Nc2c(O)ccc3ccccc23)cc1	633-96-5Hansen_nonmutagen
CCCCCCCCCCCCCC(=O)[N-][N+](C)(C)CC(C)O	38848-76-9Hansen_nonmutagen
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O	57-50-1Hansen_nonmutagen
CCCCCCCCCc1ccccc1C(CO)OS(=O)(=O)O	9014-90-8Hansen_nonmutagen
O=S(=O)(O)c1ccc(N=NNc2ccc(S(=O)(=O)O)cc2)cc1	56120-28-6Hansen_nonmutagen
CC1CC2c3cc(Br)cc4c3c(cn4CC3CC3)CC2N(C)C1	122367-97-9Hansen_nonmutagen
O=C(O)CCC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O	66850-95-1Hansen_nonmutagen
O=P(OCCC(Br)CBr)(OCCC(Br)CBr)OCCC(Br)CBr	111712-49-3Hansen_nonmutagen
CC(Br)(CBr)COP(=O)(OCC(C)(Br)CBr)OCC(C)(Br)CBr	111712-46-0Hansen_nonmutagen
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br	1163-19-5Hansen_nonmutagen
CC1(c2ccccc2)C(=Nc2ccccc2)c2ccccc2N1O	57309-38-3Hansen_nonmutagen
O=C(c1ccccc1)C1OC1c1ccc(Oc2ccccc2)cc1	86711-50-4Hansen_nonmutagen
O=[N+]([O-])c1c2c(c3ccc4cccc5ccc1c3c45)CCCC2O	97931-40-3Hansen_nonmutagen
O=C(O)C1Cc2c([nH]c3ccccc23)C(Cc2ccccc2O)N1	144651-75-2Hansen_nonmutagen
CC(=O)Nc1cccc(N=Nc2cccc(NC(=O)C)c2C)c1C	143922-99-0Hansen_nonmutagen
CC(=O)Nc1ccc(C)c(N=Nc2cc(NC(=O)C)ccc2C)c1	138805-33-1Hansen_nonmutagen
COc1cc2c3c(c1O)c1cc4c(cc1CC3N(C)CC2)OCO4	476-71-1Hansen_nonmutagen
OC1C2=C3C(CC4CCCC5CCC(C3C45)C1O)C1CCCCC21	99520-57-7Hansen_nonmutagen
COc1c2ccoc2nc2c(OC)c(OCC3OC3(C)C)ccc12	24099-25-0Hansen_nonmutagen
COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1CCOC1O2	7241-98-7Hansen_nonmutagen
CC=CC(=O)OC1CC2OC3C=C(C)C(=O)CC3(C)C1(C)C12CO1	6379-69-7Hansen_nonmutagen
CC1(C(=O)O)CCCC2(C)C3CCC4(O)CC3(CCC12)CC14CO1	114488-79-8Hansen_nonmutagen
C=C1C(O)C23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(O)C3	95307-47-4Hansen_nonmutagen
C=C1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C(C)C1C)C23	72755-25-0Hansen_nonmutagen
CC1(CO)C(O)CCC2(C)C1CCC1CC3CC21CCC3(O)CO	38966-21-1Hansen_nonmutagen
Cc1ccc(N=Nc2c(O)ccc3ccccc23)c(S(=O)(=O)O)c1	5850-89-5Hansen_nonmutagen
CCOC(=O)C1OC1C(=O)NC(CC(C)C)C(=O)NCCC(C)C	88321-09-9Hansen_nonmutagen
COCC1CN(c2ccc3nc(C(O)CCC#N)sc3c2)C(=O)O1	150366-18-0Hansen_nonmutagen
OC1=C(O)C23CCCCC2(O3)c2cc3ccc4ccccc4c3nc12	102421-85-2Hansen_nonmutagen
COc1cc2c3c(cc4cc5c(cc4c3c1OC)OCO5)N(C)CC2	55898-15-2Hansen_nonmutagen
CC1CCCC(C)N1CCCC(O)(c1ccccc1)c1ccccn1	61477-94-9Hansen_nonmutagen
CC(=O)Nc1ccc(C)c(N=[N+]([O-])c2cc(NC(=O)C)ccc2C)c1	138805-32-0Hansen_nonmutagen
CC(=O)Nc1cc(N=[N+]([O-])c2ccc(C)c(NC(=O)C)c2)ccc1C	142783-37-7Hansen_nonmutagen
CC(=O)Nc1cccc(N=[N+]([O-])c2cccc(NC(=O)C)c2C)c1C	143922-98-9Hansen_nonmutagen
COc1cc2c(cc1O)CC1c3c(cc(OC)c(O)c23)CC[N+]1(C)C	7224-61-5Hansen_nonmutagen
CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(=O)C)C(=O)C21C	125-46-2Hansen_nonmutagen
OCCNc1ccc(N=Nc2ccc(N(CCO)CCO)cc2)cc1	120404-27-5Hansen_nonmutagen
CC(=O)C1=CCC2C3=CCC4=CC(O)C(O)CC4(C)C3CC(O)C12C	109237-00-5Hansen_nonmutagen
COc1cc(CC2NCCc3cc(O)c(O)cc23)cc(OC)c1OC	18559-59-6Hansen_nonmutagen
CCCC1(O)CCC2C3CCC4CC(=O)CC(C)C4(C)C3CCC12C	79243-67-7Hansen_nonmutagen
CCNC(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(=O)C)c1	57470-96-9Hansen_nonmutagen
O=NN(CC1(O)CCC(O)C(O)C1O)C(Cc1ccccc1)C(=O)O	86334-97-6Hansen_nonmutagen
CCCCCCC(CC=CCCCCCCCC(=O)OC)OC(=O)C	140-03-4Hansen_nonmutagen
CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO	31566-31-1Hansen_nonmutagen
O=C(O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl	2923-68-4Hansen_nonmutagen
OC1C=Cc2c(ccc3cc4c(cc23)C(O)C(O)c2ccccc42)C1O	151910-75-7Hansen_nonmutagen
OC1C=Cc2c(ccc3cc4c5c(ccc4cc23)C(O)C(O)C=C5)C1O	151910-74-6Hansen_nonmutagen
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C	39515-41-8Hansen_nonmutagen
C#CC1(OC(=O)C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C	51-98-9Hansen_nonmutagen
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1(C)C3OC3OC1(C)O2	141899-13-0Hansen_nonmutagen
C=CC(C)(C)c1cc2cc3c(cc2oc1=O)OC(C(C)(C)OC(=O)C)C3	14882-94-1Hansen_nonmutagen
CC(CCC(=O)O)C1CCC2C3CCc4cc(O)ccc4C3CCC12C	100772-18-7Hansen_nonmutagen
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1	5633-20-5Hansen_nonmutagen
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1	119914-60-2Hansen_nonmutagen
CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	124858-35-1Hansen_nonmutagen
C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC(=O)C)C3	51576-10-4Hansen_nonmutagen
Cn1c([N+](=O)[O-])cnc1C(O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1O	149396-89-4Hansen_nonmutagen
NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1	24305-27-9Hansen_nonmutagen
CCCCCCCOc1ccccc1NC(=O)OC(C)CN(CC)CC	68931-03-3Hansen_nonmutagen
CC(=O)OCC12CCC(=CC1OC1C(O)C(OC(=O)C)C2(C)C21CO2)C	2270-40-8Hansen_nonmutagen
CCCCCC(C)(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O	55028-70-1Hansen_nonmutagen
O=C(NC(Cc1cc(O)nc2ccccc12)C(=O)O)c1ccc(Cl)cc1	90098-04-7Hansen_nonmutagen
CCCCCCCCC(Cl)CCC(Cl)CC(Cl)C(Cl)C(Cl)CC(=O)OC	26638-28-8Hansen_nonmutagen
CC(C)(Br)C(Br)COP(=O)(OCC(Br)C(C)(C)Br)OCC(Br)C(C)(C)Br	111712-48-2Hansen_nonmutagen
CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C12CCC(=O)O1	67392-87-4Hansen_nonmutagen
CCC(C)c1cccc(C(C)CC(CC)c2ccc(C[N+](C)(C)C)cc2)c1	11041-12-6Hansen_nonmutagen
CC1Cc2ccc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1	4825-86-9Hansen_nonmutagen
CC(C)CCCC(C)C1CCC2C3CC=C4CCCCC4(C)C3CCC12C	570-74-1Hansen_nonmutagen
CNC1CCc2cc(OC)c(OC)c(OC)c2c2ccc(OC)c(=O)cc12	477-30-5Hansen_nonmutagen
CCCCCOc1cccc(NC(=O)OC2CCCCC2N2CCCC2)c1	104485-01-0Hansen_nonmutagen
CC(C)(c1ccc(OCC(O)CO)cc1)c1ccc(OCC(O)CO)cc1	5581-32-8Hansen_nonmutagen
O=S(=O)(O)c1c(N=Nc2c(O)ccc3ccccc23)ccc2ccccc12	1248-18-6Hansen_nonmutagen
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(=O)C)c1	57470-78-7Hansen_nonmutagen
O=S(=O)(O)C1C(O)c2c(cc3ccc4cccc5ccc2c3c45)C(O)C1O	118499-61-9Hansen_nonmutagen
CC1(C)CC(C(=O)NCCCCCCCCCCCC(=O)O)C(C)(C)N1O	173106-65-5Hansen_nonmutagen
Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)c(S(=O)(=O)O)c1	5858-81-1Hansen_nonmutagen
O=[N+]([O-])c1ccc(NN=C(N=Nc2ccc(I)cc2)c2ccccc2)cc1	136196-46-8Hansen_nonmutagen
CC1C(C)(C)Nc2ccccc2C1(C)C1C(C)(C)Nc2ccccc2C1(C)C	26780-96-1Hansen_nonmutagen
COc1ccc(CNCC(O)COc2ccc3nc(O)ccc3c2)cc1OC	143343-83-3Hansen_nonmutagen
CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1	129927-33-9Hansen_nonmutagen
COc1cc(O)c2c(=O)c3c(OC)cc4c(c3oc2c1OC)C1CCOC1O4	74494-65-8Hansen_nonmutagen
COc1cc([N+](=O)[O-])ccc1N=NC(C(=O)C)C(=O)Nc1ccccc1OC	6358-31-2Hansen_nonmutagen
CC(=O)OC1(C(=O)C)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC12C	71-58-9Hansen_nonmutagen
CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CCC12C	859-97-2Hansen_nonmutagen
Cc1cnc2ccc3c(nc(NC4OC(C(=O)O)C(O)C(O)C4O)n3C)c2n1	115781-42-5Hansen_nonmutagen
OCCN(CCO)c1ccc(N=Nc2ccc(N(CCO)CCO)nc2)cc1	150147-09-4Hansen_nonmutagen
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(=O)C12C	4560-58-1Hansen_nonmutagen
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CN)C(=O)O	60254-83-3Hansen_nonmutagen
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO	50-02-2Hansen_nonmutagen
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O	599-79-1Hansen_nonmutagen
COC1(OC2CCC3C4CCC5CC6SC6CC5(C)C4CCC23C)CCCC1	21362-69-6Hansen_nonmutagen
CC(=O)OC1(C(=O)C)CCC2C3C=C(Cl)C4=CC(=O)OCC4(C)C3CCC12C	105149-00-6Hansen_nonmutagen
CC1SCC(C(=O)NC(Cc2c[nH]cn2)C(=O)N2CCCC2C(=O)N)NC1=O	90243-66-6Hansen_nonmutagen
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1	52315-07-8Hansen_nonmutagen
Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccccc3)c(O)c12	3567-66-6Hansen_nonmutagen
O=C(COc1cc(Cl)c(Cl)cc1Cl)NC(Cc1c[nH]c2ccccc12)C(=O)O	66789-82-0Hansen_nonmutagen
CCN(CC)C(=S)SSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	128531-59-9Hansen_nonmutagen
[O-][N+](=Nc1ccc2c(c1)Cc1ccccc21)c1ccc2c(c1)Cc1ccccc21	15961-88-3Hansen_nonmutagen
C=CC1CN2CCC1CC2C(OC(=O)C(C)O)c1ccnc2ccc(OC)cc12	749-49-5Hansen_nonmutagen
CC1CCC2C(C)C3C(CC4C5CC=C6CC(O)CCC6(C)C5CCC34C)N2C1	80-78-4Hansen_nonmutagen
CC(C)(C)NC(=O)C1CCC2C3CC=C4C=C(C(=O)O)CCC4(C)C3CCC12C	119169-78-7Hansen_nonmutagen
CN(C)c1ccc(N=Nc2ccc(OC3OC(CO)C(O)C(O)C3O)cc2)cc1	210245-96-8Hansen_nonmutagen
CCCCCCCCC1OC1CCCCCCCC(=O)OCC(CC)CCCC	141-38-8Hansen_nonmutagen
CCCCCCCCCCCCCCCC(=O)OCC(O)C1OC(=C(O)C1=O)O	137-66-6Hansen_nonmutagen
CC(=O)OC1(C(=O)C)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC12C	427-51-0Hansen_nonmutagen
Cc1cc(C)c(S(=O)(=O)O)cc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1O	4548-53-2Hansen_nonmutagen
O=C1OC2(c3ccccc13)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I	16423-68-0Hansen_nonmutagen
C#CC1(OC(=O)CCCCCC)CCC2C3CCC4=CC(=O)CCC4C3CCC12C	3836-23-5Hansen_nonmutagen
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(O)C2CC2)CC(O)CC1O	112965-21-6Hansen_nonmutagen
COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC	518-28-5Hansen_nonmutagen
CC(C)CC1NC(=O)C(C)N(C)C(=O)CNC(=O)C(=Cc2ccccc2)N(C)C1=O	28540-82-1Hansen_nonmutagen
CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C	512-04-9Hansen_nonmutagen
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(C)C)CC(O)CC1O	57333-96-7Hansen_nonmutagen
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1	51630-58-1Hansen_nonmutagen
CC(=O)OC1(C(=O)C)CCC2C3C4CC4(Cl)C4=CC(=O)C5CC5C4(C)C3CCC12C	148749-29-5Hansen_nonmutagen
COc1cc(S(=O)(=O)O)c(C)cc1N=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12	25956-17-6Hansen_nonmutagen
CNCc1ccc(CSCCN=C(NCC(O)c2ccc(O)cc2)NS(=O)(=O)C)o1	NOCAS_M387Hansen_nonmutagen
COC(=C1C(=NC(=C(C(=O)OC(C)C)C1c1cccc(Cl)c1Cl)COC(=O)N)C)O	NOCAS_M393Hansen_nonmutagen
CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1	107097-80-3Hansen_nonmutagen
NC(=O)OCC1C(NC(=O)C(=NOCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O	87638-04-8Hansen_nonmutagen
COc1c(Cl)cc2c(c1OC)N(C)C1N3C(=O)C4(C)SSC3(C(=O)N4C)C(O)C21O	1456-55-9Hansen_nonmutagen
CC(C=C(C#N)c1ccc(Br)cc1)C(c1ccccc1)C(C#N)c1ccc(Br)cc1	128349-98-4Hansen_nonmutagen
CC(=O)OC1CC2C3(C)CCCC(C)(C)C3CCC2(C)C2CC=C(C=O)C(C=O)C12C	53527-28-9Hansen_nonmutagen
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC12	87679-37-6Hansen_nonmutagen
O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)O)cc1	NOCAS_M322Hansen_nonmutagen
Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1N=Nc1ccc([N+](=O)[O-])cc1S(=O)(=O)O	6441-91-4Hansen_nonmutagen
O=S(=O)(O)c1ccc(N=Nc2c(O)ccc3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1	84030-17-1Hansen_nonmutagen
COc1cc(C2OCC3C(c4cc(OC)c(OC)c(OC)c4)OCC23)cc(OC)c1OC	13060-14-5Hansen_nonmutagen
C1CCC2OCCOCCOCCOC3CCCCC3OCCOCCOCCOC2C1	17455-23-1Hansen_nonmutagen
Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1	123447-62-1Hansen_nonmutagen
